candidate_id,skills,experience_years,education,location,salary_expectation
349,"Pandas,NumPy,Tableau",0,PhD,Tel Aviv,27240
350,"Git,Scikit-learn,TensorFlow,SQL,Tableau",7,High School,Jerusalem,18575
351,"Excel,Git,Scikit-learn,Spark,NumPy",7,Master,Remote,18403
352,"Pandas,Python,PyTorch,Git",3,Master,Tel Aviv,22977
353,"Git,AWS,PyTorch",4,High School,Haifa,29360
354,"PyTorch,Power BI,Python,Pandas",4,High School,Tel Aviv,19584
355,"Docker,TensorFlow,Power BI,SQL,Excel,AWS",8,Bachelor,Remote,14452
356,"PyTorch,AWS,Pandas",3,Master,Jerusalem,22322
357,"Docker,Spark,TensorFlow,Git,Power BI,Scikit-learn",3,High School,Haifa,16460
358,"Pandas,SQL,Spark",7,PhD,Jerusalem,25320
359,"Tableau,TensorFlow,NumPy",7,Master,Remote,20683
360,"SQL,Pandas,AWS",4,High School,Haifa,22741
361,"SQL,Docker,NumPy,TensorFlow",6,High School,Jerusalem,20525
362,"Python,PyTorch,Power BI,Tableau",8,Bachelor,Tel Aviv,27140
363,"Git,Spark,Pandas",1,High School,Tel Aviv,19283
364,"NumPy,PyTorch,TensorFlow,AWS",10,High School,Jerusalem,14457
365,"SQL,NumPy,AWS",7,Bachelor,Tel Aviv,22864
366,"Python,Power BI,Spark",2,PhD,Remote,28257
367,"PyTorch,AWS,Spark",2,Master,Haifa,18132
368,"Scikit-learn,Power BI,Pandas,Python,Excel",9,Bachelor,Jerusalem,28347
369,"Tableau,Power BI,Python,SQL,Scikit-learn,PyTorch",2,PhD,Haifa,29229
370,"AWS,Git,Tableau,Python",6,Master,Remote,29842
371,"TensorFlow,Excel,Tableau,Spark,PyTorch,Scikit-learn",2,High School,Jerusalem,19176
372,"Git,Spark,Scikit-learn",0,PhD,Jerusalem,19627
373,"SQL,NumPy,AWS,Git",4,High School,Haifa,24727
374,"Spark,Pandas,Git,NumPy,Excel",5,Master,Tel Aviv,23523
375,"Excel,NumPy,Power BI,Tableau",4,Bachelor,Remote,13243
376,"Python,NumPy,Excel",3,High School,Remote,12022
377,"Excel,NumPy,Pandas,TensorFlow,Docker",5,High School,Tel Aviv,16840
378,"Git,SQL,Tableau,TensorFlow",1,Master,Remote,15310
379,"Scikit-learn,TensorFlow,Pandas,Docker,PyTorch",10,PhD,Jerusalem,17708
380,"NumPy,AWS,Excel,Pandas,PyTorch",4,Master,Haifa,17823
381,"Docker,Excel,PyTorch",9,High School,Haifa,22427
382,"AWS,Excel,SQL,Power BI",2,Master,Tel Aviv,19798
383,"TensorFlow,Pandas,AWS,SQL,Spark",7,High School,Jerusalem,18870
384,"Docker,SQL,TensorFlow,Scikit-learn",1,High School,Tel Aviv,24646
385,"Docker,PyTorch,Pandas,Git,Power BI,AWS",5,PhD,Tel Aviv,27711
386,"Pandas,Power BI,SQL,Python",4,High School,Jerusalem,20556
387,"SQL,TensorFlow,Pandas",6,Bachelor,Tel Aviv,29925
388,"TensorFlow,Excel,Git",7,High School,Remote,17406
389,"Pandas,Python,SQL,TensorFlow,NumPy,Excel",6,Master,Jerusalem,21745
390,"SQL,Python,PyTorch,Excel",8,PhD,Haifa,13786
391,"Python,PyTorch,SQL,Scikit-learn,Excel",7,Bachelor,Tel Aviv,12843
392,"Pandas,AWS,Scikit-learn,SQL",7,High School,Jerusalem,25024
393,"Power BI,AWS,Scikit-learn,SQL,Tableau,PyTorch",2,Master,Remote,24104
394,"Power BI,Python,Scikit-learn,Spark",7,Master,Haifa,20800
395,"Pandas,Git,Docker",10,High School,Tel Aviv,23265
396,"Git,Excel,NumPy,Tableau,Python,PyTorch",8,PhD,Remote,19721
397,"Scikit-learn,SQL,PyTorch,Python,Tableau,Excel",9,Bachelor,Tel Aviv,26714
398,"Pandas,NumPy,Git,Spark",0,PhD,Tel Aviv,26266
399,"Spark,AWS,Pandas,Excel",4,Master,Tel Aviv,14851
400,"Tableau,PyTorch,Spark,TensorFlow,Scikit-learn,Docker",7,High School,Remote,15687
401,"Pandas,Spark,Excel,Docker,AWS,SQL",1,High School,Jerusalem,29551
402,"PyTorch,Scikit-learn,Spark,AWS,Power BI",9,PhD,Tel Aviv,17642
403,"PyTorch,Pandas,Excel,Docker,Spark",0,PhD,Jerusalem,19784
404,"Docker,Power BI,Scikit-learn",5,High School,Jerusalem,21930
405,"Scikit-learn,Power BI,Docker,AWS,SQL",3,Bachelor,Jerusalem,26519
406,"Scikit-learn,Docker,PyTorch,Excel,SQL",3,PhD,Haifa,25342
407,"Git,Tableau,TensorFlow,Python,Spark,Pandas",1,Master,Remote,16444
408,"Pandas,NumPy,Git",0,Bachelor,Tel Aviv,26956
409,"TensorFlow,Docker,NumPy",4,Master,Remote,28551
410,"AWS,SQL,Spark,Python,NumPy,TensorFlow",7,PhD,Haifa,27551
411,"TensorFlow,Pandas,Scikit-learn,SQL,Docker",0,PhD,Tel Aviv,17338
412,"Spark,NumPy,AWS,Git",10,Bachelor,Jerusalem,25418
413,"Spark,Git,AWS",0,PhD,Haifa,17675
414,"NumPy,Scikit-learn,Excel",4,Master,Remote,24336
415,"Power BI,Scikit-learn,NumPy,Spark,Git",10,PhD,Tel Aviv,12240
416,"Tableau,AWS,Excel,Docker,Scikit-learn",4,High School,Remote,14091
417,"Scikit-learn,AWS,TensorFlow,Spark,Git",10,Master,Haifa,16912
418,"Python,Git,Excel,PyTorch",10,Master,Haifa,12834
419,"Scikit-learn,Spark,PyTorch,Docker,AWS,Python",9,Bachelor,Jerusalem,19286
420,"AWS,TensorFlow,Tableau,Scikit-learn,Pandas,Docker",2,Master,Tel Aviv,27426
421,"Docker,Scikit-learn,Spark,Tableau",2,Master,Tel Aviv,19282
422,"NumPy,Docker,Scikit-learn,PyTorch,TensorFlow",5,Master,Jerusalem,27196
423,"Power BI,Python,AWS",9,High School,Remote,18374
424,"Spark,AWS,PyTorch",8,Master,Remote,13771
425,"Pandas,NumPy,TensorFlow,PyTorch",9,PhD,Haifa,22367
426,"Git,SQL,Power BI,TensorFlow",10,Bachelor,Jerusalem,13900
427,"Power BI,Scikit-learn,NumPy",2,Bachelor,Remote,14884
428,"Excel,PyTorch,AWS,Git",6,PhD,Remote,24560
429,"Python,Tableau,NumPy",5,High School,Jerusalem,29400
430,"Python,AWS,Spark,Git",3,Bachelor,Jerusalem,22226
431,"SQL,PyTorch,Tableau,Excel",4,Bachelor,Tel Aviv,13498
432,"Scikit-learn,Power BI,Docker,Tableau,Excel",8,Master,Remote,16384
433,"Power BI,TensorFlow,NumPy,Pandas,PyTorch",0,Bachelor,Haifa,16299
434,"Docker,Python,Excel,Tableau",2,High School,Jerusalem,13224
435,"AWS,Scikit-learn,Tableau,Excel,Python,Spark",10,High School,Tel Aviv,13580
436,"PyTorch,Power BI,Spark",1,Master,Remote,17017
437,"Docker,AWS,Git,Python",4,PhD,Tel Aviv,29049
438,"Excel,Spark,Docker,Pandas,PyTorch",1,High School,Jerusalem,15735
439,"Power BI,NumPy,Excel",3,Master,Haifa,23728
440,"Scikit-learn,Pandas,Python,Tableau,Power BI,NumPy",7,Master,Haifa,12089
441,"AWS,SQL,Git",9,PhD,Haifa,14951
442,"Docker,Spark,SQL",4,Bachelor,Remote,21700
443,"Power BI,Python,SQL,Pandas,Git",4,Master,Jerusalem,25959
444,"SQL,Git,Python",0,Bachelor,Haifa,22769
445,"Power BI,Excel,Scikit-learn,SQL,TensorFlow",5,Bachelor,Tel Aviv,25132
446,"Power BI,Scikit-learn,PyTorch,Spark,Docker,Pandas",1,Bachelor,Tel Aviv,17223
447,"PyTorch,Excel,Power BI",9,PhD,Haifa,24443
448,"Excel,Python,AWS,Pandas,Power BI",7,High School,Remote,26440
449,"SQL,Scikit-learn,AWS",5,High School,Haifa,23085
450,"PyTorch,AWS,Docker",3,PhD,Jerusalem,24611
451,"Spark,Tableau,Excel,Python",0,Bachelor,Remote,28247
452,"SQL,Git,Power BI,TensorFlow",3,Master,Jerusalem,13649
453,"Tableau,AWS,PyTorch,Docker",3,High School,Remote,26555
454,"SQL,Power BI,Git,TensorFlow,Spark,Docker",10,High School,Tel Aviv,25219
455,"Python,Tableau,Git,Spark,SQL,Scikit-learn",8,Bachelor,Remote,23169
456,"Spark,Python,NumPy,Power BI,TensorFlow",8,PhD,Jerusalem,26828
457,"SQL,Git,AWS",3,High School,Jerusalem,23637
458,"Tableau,Spark,TensorFlow,SQL,Python",2,PhD,Haifa,25409
459,"Scikit-learn,Excel,NumPy",3,High School,Remote,19064
460,"Spark,Git,NumPy,TensorFlow,SQL,PyTorch",0,High School,Remote,26987
461,"Power BI,Python,Tableau,Git",8,PhD,Remote,28657
462,"Docker,Excel,Pandas,Spark",1,PhD,Jerusalem,28518
463,"PyTorch,Excel,Docker,NumPy,Scikit-learn,Spark",5,Master,Remote,16370
464,"PyTorch,Excel,Docker,Tableau",4,Master,Haifa,18582
465,"Excel,Docker,Scikit-learn,AWS",5,Bachelor,Haifa,28511
466,"Docker,SQL,TensorFlow,Tableau,Power BI",9,PhD,Jerusalem,25840
467,"Tableau,SQL,Python",6,Bachelor,Tel Aviv,13854
468,"Scikit-learn,Git,Pandas,Spark",10,Master,Haifa,14032
469,"NumPy,Git,Tableau,Python,TensorFlow",7,High School,Haifa,24743
470,"Tableau,Git,Docker,Scikit-learn",10,High School,Remote,24699
471,"Git,AWS,TensorFlow,Tableau,Python,Excel",4,Bachelor,Remote,19390
472,"Git,Excel,Tableau,Spark,NumPy",3,Master,Remote,17813
473,"Pandas,Spark,Docker",8,High School,Remote,13331
474,"Scikit-learn,Tableau,Spark,Pandas,AWS,Docker",0,Master,Remote,17072
475,"Pandas,TensorFlow,Excel",0,Master,Remote,23733
476,"Git,Docker,TensorFlow",8,Bachelor,Haifa,29059
477,"Git,Tableau,Pandas",6,PhD,Tel Aviv,23449
478,"NumPy,AWS,TensorFlow,Docker",5,Master,Haifa,29383
479,"Tableau,Git,AWS,Python,SQL,TensorFlow",7,Bachelor,Haifa,13306
480,"PyTorch,Git,SQL,Spark,Scikit-learn",8,Master,Tel Aviv,28936
481,"Tableau,Git,Spark,Power BI,AWS",0,Master,Haifa,22496
482,"SQL,Pandas,Tableau",8,High School,Tel Aviv,18906
483,"Spark,AWS,PyTorch,SQL",3,PhD,Tel Aviv,17038
484,"Power BI,Docker,TensorFlow",0,High School,Tel Aviv,13778
485,"Git,Scikit-learn,Tableau,SQL",9,Bachelor,Jerusalem,25357
486,"Power BI,AWS,PyTorch,Docker,TensorFlow,Python",6,High School,Tel Aviv,14072
487,"Docker,SQL,TensorFlow",8,High School,Jerusalem,21874
488,"Scikit-learn,Git,Power BI",6,PhD,Tel Aviv,27531
489,"Tableau,NumPy,Pandas,PyTorch",8,Master,Haifa,21766
490,"Python,Tableau,Git,Pandas,SQL",0,High School,Remote,29601
491,"Scikit-learn,NumPy,Docker",5,Bachelor,Remote,28795
492,"Pandas,Spark,NumPy,Excel",4,Bachelor,Tel Aviv,17942
493,"Spark,Git,Tableau",7,High School,Jerusalem,14207
494,"SQL,NumPy,Docker,Excel,Power BI",5,Master,Haifa,19685
495,"Scikit-learn,Excel,SQL",3,Master,Remote,26766
496,"Excel,AWS,Scikit-learn,Spark,Pandas",9,Master,Jerusalem,26034
497,"Python,TensorFlow,NumPy,Docker",10,PhD,Jerusalem,23779
498,"AWS,Docker,TensorFlow,Power BI",7,PhD,Jerusalem,22009
499,"Tableau,SQL,Pandas,AWS,Excel,Git",4,Bachelor,Haifa,20625
500,"Docker,SQL,Python",8,High School,Remote,18971
501,"Tableau,Scikit-learn,Spark",8,PhD,Haifa,23987
502,"NumPy,Git,Excel,Scikit-learn,Pandas,Power BI",8,High School,Remote,23923
503,"AWS,NumPy,Excel",10,Bachelor,Haifa,26621
504,"Pandas,Excel,Git,AWS",2,PhD,Jerusalem,13324
505,"Git,Power BI,NumPy,SQL",4,Master,Haifa,13402
506,"Tableau,Git,TensorFlow,PyTorch",7,PhD,Tel Aviv,13307
507,"SQL,Docker,Tableau,AWS,Scikit-learn",4,Bachelor,Remote,24403
508,"Excel,AWS,SQL,Tableau,Scikit-learn",6,Bachelor,Remote,23563
509,"Power BI,Git,Spark,Excel,Python",8,Bachelor,Remote,17426
510,"SQL,Tableau,AWS,Scikit-learn",3,Bachelor,Haifa,17156
511,"Excel,Docker,SQL,AWS,NumPy",6,Master,Tel Aviv,27778
512,"Power BI,NumPy,Excel,Pandas,PyTorch,Python",3,High School,Haifa,17279
513,"AWS,Tableau,Python,Excel",2,High School,Haifa,20462
514,"Tableau,PyTorch,Excel,Docker",10,High School,Jerusalem,14809
515,"Power BI,Excel,Spark,Docker",2,Bachelor,Remote,16676
516,"Excel,AWS,Tableau,Scikit-learn",2,Master,Remote,14255
517,"PyTorch,Spark,Pandas,SQL",0,Bachelor,Remote,16900
518,"Pandas,Power BI,Excel",9,High School,Tel Aviv,15053
519,"AWS,Pandas,Excel,Tableau,Python,PyTorch",8,PhD,Jerusalem,13423
520,"NumPy,Git,Power BI,PyTorch,TensorFlow,SQL",6,Bachelor,Jerusalem,27634
521,"Spark,SQL,Scikit-learn,Excel",8,PhD,Jerusalem,18193
522,"Docker,Spark,Python",9,High School,Tel Aviv,24288
523,"Docker,Git,TensorFlow,PyTorch",5,High School,Haifa,25961
524,"Scikit-learn,Tableau,PyTorch,Excel,TensorFlow",9,Master,Remote,18674
525,"Tableau,Git,Spark,Power BI,Pandas,TensorFlow",8,PhD,Jerusalem,22048
526,"Git,Docker,PyTorch,Pandas,SQL",3,PhD,Haifa,15285
527,"Tableau,PyTorch,TensorFlow,Spark",9,High School,Haifa,24750
528,"Git,SQL,Pandas",7,PhD,Tel Aviv,14099
529,"NumPy,TensorFlow,SQL,Excel,Python",6,PhD,Jerusalem,13882
530,"AWS,Power BI,Git,Python",3,Master,Haifa,13101
531,"Excel,Pandas,AWS,Python",5,Bachelor,Tel Aviv,17159
532,"Scikit-learn,Git,PyTorch",5,PhD,Remote,18563
533,"Docker,Spark,SQL",1,Master,Jerusalem,23386
534,"NumPy,Excel,Spark,Power BI,PyTorch",9,High School,Jerusalem,17735
535,"Tableau,SQL,Spark,Git,Docker,Scikit-learn",5,High School,Jerusalem,29626
536,"Docker,Power BI,PyTorch,Excel,Git",3,Master,Remote,27096
537,"Power BI,SQL,Scikit-learn",1,PhD,Haifa,19534
538,"PyTorch,TensorFlow,Tableau,Docker,Python",4,Bachelor,Jerusalem,15047
539,"AWS,Docker,TensorFlow,SQL,Tableau,Pandas",7,Master,Jerusalem,19161
540,"Pandas,Docker,AWS,NumPy,Power BI",3,Bachelor,Haifa,20696
541,"NumPy,Spark,Git,Excel",5,Bachelor,Tel Aviv,15928
542,"AWS,Spark,Power BI",9,High School,Tel Aviv,27803
543,"Excel,TensorFlow,Power BI,Spark,Scikit-learn",7,Bachelor,Jerusalem,25037
544,"Git,Excel,Pandas,Python",8,PhD,Remote,29719
545,"Tableau,TensorFlow,PyTorch",10,Bachelor,Remote,15944
546,"TensorFlow,Docker,Python,Git,NumPy,PyTorch",9,High School,Jerusalem,23848
547,"Pandas,Tableau,Scikit-learn,NumPy,Docker",7,Master,Jerusalem,18026
548,"PyTorch,NumPy,Spark,TensorFlow,AWS,Docker",4,PhD,Haifa,16297
549,"Spark,SQL,Docker,Scikit-learn",3,PhD,Remote,18424
550,"Git,Docker,Pandas,Power BI",0,Bachelor,Remote,28370
551,"Spark,AWS,Tableau,Docker",5,PhD,Jerusalem,20223
552,"PyTorch,SQL,Docker",2,High School,Haifa,20332
553,"Spark,AWS,SQL,Power BI,TensorFlow,Scikit-learn",5,Master,Jerusalem,23276
554,"PyTorch,SQL,TensorFlow",10,Bachelor,Haifa,21326
555,"TensorFlow,AWS,Tableau,Power BI,Git",1,PhD,Jerusalem,27196
556,"Spark,Pandas,AWS,TensorFlow",6,PhD,Tel Aviv,14592
557,"TensorFlow,NumPy,Spark,Docker",10,Master,Jerusalem,24958
558,"Power BI,Git,TensorFlow,Excel,Tableau",7,PhD,Haifa,18025
559,"Pandas,Docker,NumPy",10,Master,Tel Aviv,18900
560,"PyTorch,SQL,Git,Docker",7,High School,Tel Aviv,25009
561,"SQL,Scikit-learn,Excel",2,High School,Remote,22137
562,"NumPy,Docker,Scikit-learn,Power BI",10,Bachelor,Haifa,29260
563,"Python,Spark,AWS,TensorFlow",5,PhD,Remote,29713
564,"Tableau,Power BI,Pandas,Spark,Docker",9,PhD,Remote,29152
565,"TensorFlow,Power BI,Tableau,NumPy,SQL",7,Master,Jerusalem,25507
566,"Pandas,Scikit-learn,Python,Docker,Tableau",2,Master,Jerusalem,27374
567,"Docker,Power BI,Git",4,High School,Remote,21598
568,"Git,Python,Tableau,TensorFlow",3,PhD,Remote,24935
569,"Pandas,Docker,Git,AWS",6,PhD,Haifa,20617
570,"PyTorch,AWS,NumPy",8,Master,Jerusalem,29430
571,"PyTorch,NumPy,SQL,Pandas,AWS",4,High School,Remote,26836
572,"Docker,Excel,Power BI,NumPy,TensorFlow",0,Bachelor,Tel Aviv,29529
573,"Pandas,SQL,Scikit-learn",4,Bachelor,Remote,12268
574,"SQL,Pandas,Python,Power BI",3,Master,Remote,22209
575,"TensorFlow,Power BI,Docker,Python,Spark,SQL",2,High School,Jerusalem,24858
576,"Tableau,Power BI,Pandas",3,Master,Remote,12413
577,"Git,Docker,NumPy",6,PhD,Haifa,13098
578,"Power BI,Docker,SQL,Tableau",10,Bachelor,Remote,24750
579,"TensorFlow,Pandas,AWS,Python,Tableau",8,High School,Jerusalem,27768
580,"NumPy,TensorFlow,Python,AWS,Spark",1,Bachelor,Remote,22633
581,"Pandas,Git,Scikit-learn",9,High School,Remote,19965
582,"Python,Excel,Docker",7,Bachelor,Jerusalem,14932
583,"Pandas,Power BI,SQL,AWS",9,Master,Tel Aviv,13958
584,"AWS,Pandas,Docker,Tableau,SQL",2,PhD,Haifa,22378
585,"Git,Power BI,Docker,NumPy,Python",6,Master,Haifa,20214
586,"Power BI,Docker,Spark",8,Master,Remote,18218
587,"Tableau,TensorFlow,Git,Power BI",4,Bachelor,Tel Aviv,29404
588,"Power BI,Scikit-learn,Git,Tableau",5,PhD,Tel Aviv,28579
589,"Docker,Pandas,Python,Excel,TensorFlow,NumPy",5,High School,Remote,18221
590,"Git,Tableau,Pandas,Excel,Scikit-learn,TensorFlow",6,Master,Tel Aviv,15154
591,"Python,Pandas,Git",0,Bachelor,Tel Aviv,27904
592,"SQL,Python,Excel,AWS",6,PhD,Jerusalem,13608
593,"NumPy,Excel,Docker,SQL,Python",3,PhD,Tel Aviv,27337
594,"TensorFlow,Tableau,Docker",6,Master,Tel Aviv,20710
595,"Docker,SQL,Scikit-learn",1,Bachelor,Tel Aviv,15316
596,"Tableau,PyTorch,NumPy,Docker",8,Bachelor,Haifa,25604
597,"Git,AWS,Excel",5,PhD,Remote,15411
598,"Git,Pandas,Tableau,PyTorch",8,Master,Haifa,29494
599,"TensorFlow,Spark,Tableau,Git,AWS,PyTorch",10,PhD,Jerusalem,19887
600,"PyTorch,Git,Tableau,Scikit-learn",5,PhD,Remote,25011
601,"Docker,Python,Scikit-learn",9,High School,Haifa,21890
602,"Scikit-learn,NumPy,Git",5,High School,Jerusalem,28753
603,"SQL,Python,Power BI,TensorFlow",2,Bachelor,Jerusalem,24028
604,"NumPy,Scikit-learn,Git,SQL",9,PhD,Haifa,14529
605,"Git,Power BI,Pandas,Spark,Excel",1,Master,Tel Aviv,24502
606,"Git,Python,TensorFlow",5,PhD,Remote,15949
607,"Docker,AWS,Excel,Python",10,PhD,Tel Aviv,21987
608,"TensorFlow,Tableau,Excel",2,Master,Haifa,17019
609,"AWS,Docker,PyTorch",7,High School,Haifa,26153
610,"Git,PyTorch,Pandas,Docker,TensorFlow",1,PhD,Tel Aviv,29961
611,"Scikit-learn,SQL,PyTorch,Tableau,Docker,Pandas",2,PhD,Haifa,27986
612,"AWS,Excel,NumPy,Tableau,Git,Spark",3,Bachelor,Tel Aviv,20724
613,"TensorFlow,AWS,Excel,SQL,Git,PyTorch",6,Master,Jerusalem,18241
614,"TensorFlow,Excel,AWS,Python,Scikit-learn",2,Master,Remote,16778
615,"Python,NumPy,Git,AWS,TensorFlow,Pandas",1,High School,Tel Aviv,19964
616,"Spark,Scikit-learn,Python,TensorFlow",1,Master,Remote,27439
617,"TensorFlow,NumPy,Docker",8,Bachelor,Haifa,29905
618,"Tableau,Power BI,Excel,Pandas,Python",6,High School,Jerusalem,17581
619,"Scikit-learn,NumPy,Docker",9,Master,Tel Aviv,27235
620,"SQL,PyTorch,AWS",4,Master,Tel Aviv,12625
621,"Spark,AWS,PyTorch,NumPy,Docker",8,High School,Jerusalem,27881
622,"Pandas,NumPy,Tableau",7,High School,Tel Aviv,20106
623,"TensorFlow,Power BI,PyTorch,Pandas,Python",5,Master,Jerusalem,21906
624,"Tableau,Scikit-learn,Python,AWS",4,PhD,Tel Aviv,21181
625,"Pandas,TensorFlow,PyTorch,AWS",2,High School,Remote,29062
626,"PyTorch,NumPy,Excel,Pandas",6,Master,Jerusalem,26718
627,"NumPy,AWS,Pandas,Excel",8,Bachelor,Haifa,22125
628,"PyTorch,Git,Pandas,AWS",9,Bachelor,Jerusalem,14222
629,"Pandas,TensorFlow,Spark",0,Master,Remote,25475
630,"Power BI,Docker,AWS,Scikit-learn,Pandas",3,High School,Haifa,18053
631,"Git,Excel,Spark",4,Bachelor,Haifa,19566
632,"TensorFlow,SQL,Docker",7,Bachelor,Remote,24253
633,"Spark,PyTorch,Power BI,Docker",2,Bachelor,Haifa,19414
634,"PyTorch,Git,Python",4,PhD,Haifa,18646
635,"SQL,Pandas,Power BI,Excel",7,Master,Remote,20086
636,"PyTorch,Git,Python,Excel,Spark,TensorFlow",6,High School,Tel Aviv,26798
637,"Spark,Python,NumPy,Tableau,AWS,PyTorch",0,PhD,Tel Aviv,18221
638,"Power BI,PyTorch,Scikit-learn,Docker,Spark",2,PhD,Jerusalem,13787
639,"Power BI,AWS,Spark,SQL",8,High School,Haifa,29904
640,"PyTorch,Spark,TensorFlow,Power BI",0,Bachelor,Remote,18616
641,"SQL,Scikit-learn,TensorFlow,AWS,Pandas,Spark",1,High School,Remote,23892
642,"Tableau,Docker,PyTorch",8,Bachelor,Remote,24471
643,"Git,Pandas,TensorFlow",9,Bachelor,Haifa,16738
644,"Git,Docker,Python,PyTorch",4,Master,Remote,21462
645,"SQL,Pandas,NumPy,Python",9,Master,Tel Aviv,27028
646,"Spark,Power BI,Tableau,Python,Excel,Git",3,Bachelor,Remote,26868
647,"Power BI,SQL,Excel,Docker,Python,NumPy",8,Master,Haifa,13602
648,"Pandas,Python,AWS,TensorFlow",0,Bachelor,Tel Aviv,21779
649,"SQL,Python,Spark,PyTorch,Pandas",2,Master,Haifa,26920
650,"Python,SQL,Scikit-learn,TensorFlow,AWS",6,High School,Remote,14127
651,"Power BI,Pandas,SQL,Scikit-learn,TensorFlow",8,PhD,Haifa,18850
652,"SQL,Excel,Docker",10,High School,Remote,21410
653,"Excel,TensorFlow,Scikit-learn,Tableau,Spark,Git",2,PhD,Remote,28138
654,"Excel,NumPy,Docker,Scikit-learn",3,High School,Tel Aviv,12785
655,"AWS,Git,SQL,NumPy,Excel,PyTorch",6,High School,Jerusalem,23457
656,"Python,AWS,NumPy,Scikit-learn",4,High School,Jerusalem,21839
657,"Git,Python,SQL,AWS,TensorFlow",5,PhD,Tel Aviv,17755
658,"TensorFlow,Spark,AWS,Power BI",7,High School,Haifa,27777
659,"AWS,Power BI,Tableau,TensorFlow",7,PhD,Tel Aviv,29074
660,"Excel,Docker,AWS,TensorFlow,Tableau",8,High School,Haifa,22869
661,"SQL,Pandas,Scikit-learn,Python,TensorFlow",6,Bachelor,Remote,18140
662,"Spark,Git,Scikit-learn",5,High School,Jerusalem,25561
663,"Power BI,NumPy,TensorFlow",7,Master,Haifa,29206
664,"Pandas,SQL,TensorFlow,Python,NumPy",1,PhD,Tel Aviv,27815
665,"NumPy,TensorFlow,Power BI,Tableau",4,Master,Haifa,15219
666,"NumPy,Docker,Python,Power BI",6,High School,Tel Aviv,22190
667,"AWS,Excel,SQL",5,PhD,Tel Aviv,15378
668,"Python,Excel,Scikit-learn,AWS,NumPy",5,Bachelor,Haifa,21390
669,"Tableau,TensorFlow,Power BI,AWS,SQL",4,Bachelor,Haifa,20966
670,"Python,Excel,Tableau",8,High School,Haifa,29777
671,"Tableau,TensorFlow,Scikit-learn,Pandas,Docker",9,Bachelor,Haifa,14334
672,"Excel,TensorFlow,Tableau,Power BI,Python",2,High School,Remote,13653
673,"PyTorch,Python,SQL",6,PhD,Haifa,26609
674,"Scikit-learn,TensorFlow,NumPy,AWS,Tableau",1,PhD,Haifa,15044
675,"SQL,Power BI,Scikit-learn,AWS,Git,Excel",3,Bachelor,Haifa,20455
676,"PyTorch,Pandas,Docker,AWS,TensorFlow",5,PhD,Remote,12991
677,"Power BI,SQL,TensorFlow",7,PhD,Haifa,21249
678,"Excel,Spark,Pandas,Tableau,SQL",6,High School,Jerusalem,14324
679,"Tableau,Power BI,PyTorch,Excel,Docker",3,Bachelor,Haifa,27806
680,"SQL,TensorFlow,NumPy,Excel,PyTorch,AWS",9,Master,Haifa,17671
681,"Docker,Spark,Excel",7,High School,Remote,22661
682,"Spark,Power BI,Pandas",4,PhD,Tel Aviv,15563
683,"TensorFlow,Power BI,AWS,Docker,Python,SQL",3,Bachelor,Tel Aviv,16807
684,"Power BI,Tableau,Scikit-learn,PyTorch",9,PhD,Haifa,18739
685,"Scikit-learn,Excel,AWS,Spark,PyTorch",5,High School,Tel Aviv,28725
686,"Spark,Pandas,Scikit-learn,Python,TensorFlow,Tableau",0,High School,Jerusalem,15594
687,"Spark,Python,NumPy,PyTorch,Excel",6,Master,Remote,25304
688,"PyTorch,Tableau,NumPy,AWS,Pandas,Power BI",2,Bachelor,Remote,23805
689,"Pandas,Scikit-learn,AWS,Spark,Docker,Python",1,High School,Haifa,27948
690,"Pandas,SQL,Spark,AWS,PyTorch,Power BI",9,PhD,Haifa,26889
691,"Tableau,Power BI,PyTorch,TensorFlow,NumPy,Pandas",6,High School,Remote,19757
692,"PyTorch,Tableau,Excel,TensorFlow,Python",0,PhD,Jerusalem,15708
693,"Docker,SQL,Pandas,Tableau,Scikit-learn,Power BI",8,High School,Tel Aviv,20035
694,"AWS,Docker,Spark,Git,SQL,Tableau",9,Master,Tel Aviv,23257
695,"Power BI,Spark,Tableau",7,Master,Remote,23564
696,"Scikit-learn,Pandas,Python,Excel,Spark",9,Master,Tel Aviv,27504
697,"Excel,Python,AWS,Scikit-learn",9,High School,Jerusalem,27884
698,"Pandas,Tableau,SQL",4,Master,Haifa,21206
699,"Spark,Scikit-learn,Python,SQL,Excel",2,Bachelor,Remote,24116
700,"Scikit-learn,Git,Docker,NumPy",7,Bachelor,Tel Aviv,23234
701,"Pandas,Excel,Spark",7,PhD,Remote,19797
702,"Docker,AWS,Pandas,NumPy,Excel,TensorFlow",0,Master,Tel Aviv,13721
703,"Power BI,PyTorch,Spark,Scikit-learn",7,Bachelor,Remote,24781
704,"Scikit-learn,Pandas,Tableau,PyTorch,Python,Spark",7,PhD,Jerusalem,29375
705,"SQL,Tableau,AWS",5,PhD,Jerusalem,22976
706,"Scikit-learn,Git,SQL,Spark,Excel",6,PhD,Haifa,18387
707,"AWS,Docker,Pandas,TensorFlow,Tableau",0,High School,Tel Aviv,12391
708,"SQL,Tableau,Spark,AWS,Power BI,TensorFlow",3,Master,Jerusalem,18326
709,"Python,Excel,SQL",0,Bachelor,Tel Aviv,15931
710,"Spark,Excel,Pandas",6,Bachelor,Tel Aviv,18037
711,"Scikit-learn,Power BI,AWS,SQL,Git",4,PhD,Jerusalem,20432
